ArticleLength,NumberOfImages,ReadingTime,NumberOfAuthors,NewsCategory
3.504578473698996,5.0,2.339095948135406,1.569624429544425,Sports
2.882287157263647,2.0,2.9298607101119183,3.3035310680440255,Technology
4.517280604134711,5.0,3.781448478700879,2.0957855673214993,Sports
6.984398374978894,1.0,14.713365259973283,8.626732318051532,Politics
7.3461774590758875,4.0,15.686061098596321,8.01895411978731,Politics
4.1325088824143865,5.0,1.353752302014919,1.8088789642460084,Sports
8.075546200034172,2.0,14.772605983090394,8.01474299428741,Politics
5.871612644686661,4.0,7.602810469462044,3.6651094098065173,Sports
4.7108010976170895,1.0,13.473352359903242,7.0399270769993745,Politics
4.83532816472408,5.0,10.266290928795849,5.667718976310429,Technology
2.9366221926266123,3.0,7.938319081879025,4.580291936095618,Technology
4.945605232238607,1.0,12.716942369576007,6.53336961156288,Technology
3.018151586304033,5.0,1.3260615586926336,1.2398876410750637,Sports
1.624403759926091,1.0,3.895698203312296,2.359883257488921,Sports
5.5136636492634805,5.0,5.142111609349892,3.401693907004171,Sports
3.320741051951476,2.0,6.469467110966273,2.2120149810752383,Sports
6.190790458712528,1.0,12.317930334214019,6.9865737613593195,Technology
4.496403846190552,2.0,9.400451731756535,4.505527391704795,Technology
5.8706672533444015,1.0,13.828703645853714,6.728424933760623,Politics
3.7332351116093077,2.0,7.701945332556092,3.5340524157951236,Technology
5.801816978822344,4.0,8.831533802206854,4.080596597085413,Sports
6.307021698960194,2.0,11.571347001917555,7.131002849362155,Technology
1.0315803157700811,2.0,3.743658779602696,1.5992243110352788,Sports
1.8946133989967713,3.0,0.3478490966227259,0.26270859607877384,Sports
6.644505651220143,3.0,10.413526785818242,6.05644146746019,Technology
3.0208110527498806,5.0,2.7290047742097663,3.121444041205211,Sports
9.002203160292748,2.0,19.356994015802186,9.517187078441886,Politics
3.1702038390513647,3.0,2.4273469622509563,1.063762060390684,Sports
5.414086567332065,4.0,11.95307200346094,7.816823782513005,Technology
9.179914537403253,3.0,18.289131139883615,8.68753913932051,Politics
9.746503413091794,2.0,19.88894712111769,9.825557943604927,Politics
5.732420200697023,5.0,8.407420386821558,3.9504074476334035,Sports
1.415660504382048,2.0,4.794987068822068,1.7462910612452038,Sports
6.871385418684413,2.0,11.658095343454669,6.654897668480007,Technology
9.288864962149027,2.0,19.309824174066435,9.70639983151347,Politics
1.9240817463575253,4.0,2.790834781758009,3.9809770490069143,Sports
7.606856747376297,1.0,14.595130690685275,6.167346166515972,Technology
2.6785672895363195,4.0,6.899217311198537,5.062533916641793,Technology
5.431915640249001,5.0,7.870971154919068,3.648135195260874,Sports
9.04489879248991,4.0,13.311824707285428,5.932532664644631,Technology
7.1533802857248405,1.0,14.656044217704363,6.855227457236666,Politics
6.212580607803099,4.0,7.909415947401008,5.2394501352309355,Technology
3.871865143227607,3.0,8.095711660273667,5.71038936019149,Technology
7.841518218828068,3.0,16.76049238825476,8.664982897001,Politics
5.636614182017312,2.0,11.481909961171791,5.817701369574043,Technology
5.635436848810641,4.0,8.17408128065024,5.277557519305113,Sports
3.432063486909883,4.0,3.028595207231632,2.8436518256429673,Sports
5.559059517195622,1.0,14.533670202073601,8.35353706708141,Politics
4.783996569505048,4.0,8.641102731414708,4.319125826361922,Technology
2.0325675136714585,3.0,3.447518395452879,3.2140352135816146,Sports
5.396735562868588,4.0,10.094191807010434,6.191147191927934,Technology
6.151704616768522,1.0,12.861815445667268,7.002289003478969,Politics
5.9439371770255915,2.0,10.547274769293914,6.46331013567934,Technology
3.7702447611475467,1.0,12.423106859089366,6.643581954311289,Politics
4.605876430892899,4.0,4.495491010498423,2.96919908965389,Sports
4.6852885747448285,3.0,6.424140828529674,2.519109454390084,Sports
4.522200979461326,4.0,9.106651267744285,4.913390170383228,Technology
9.420036473949494,3.0,19.302647023480024,9.789297350568248,Politics
8.356996034844913,5.0,11.312553256312906,5.429066575912407,Technology
7.312296426380741,3.0,17.344239344000144,8.953650940252182,Politics
2.7091167908335043,3.0,7.247395333964615,5.2696857828537835,Sports
6.789881245942324,2.0,18.256029252570574,9.13658088571718,Politics
7.225595623278663,1.0,19.18887849060981,9.48373175049205,Politics
1.4933150388116463,3.0,0.5703631601888448,0.800143453691434,Sports
7.294540723965814,5.0,12.382084723565827,7.096499932979388,Technology
8.060358344984538,4.0,14.44575043955486,7.97713170986853,Politics
6.556193040331766,4.0,14.817849725635622,8.338937702872414,Politics
1.792682723013126,2.0,5.229010035451464,4.1343756699487315,Sports
3.7599519756613766,1.0,9.319295770120753,5.8834150418382825,Technology
5.155413675223735,3.0,8.47233214036997,3.522823333216931,Sports
4.973161116411122,5.0,3.2244363081265046,1.5339991777908213,Sports
6.493805523372812,5.0,9.763764439069519,6.042168042939293,Technology
7.741804569495434,2.0,16.042785434824214,8.710200911632414,Politics
3.5113706841105228,1.0,5.318346670773439,3.189583487538732,Sports
1.4802435863995944,2.0,1.725923987545487,2.295173458091657,Sports
8.30641739576042,3.0,14.382474107614946,7.208702000872596,Technology
8.849480050832081,3.0,13.578882582407806,7.8051016885625994,Politics
7.228209528757643,1.0,16.915614464222422,8.381501464950933,Politics
9.078177510334346,4.0,17.75080004433203,9.681338235779888,Politics
8.762372419976804,1.0,19.34203608507702,9.79228465575685,Politics
2.579903537142537,2.0,7.9833644328841045,5.19763796252657,Technology
6.751015251423624,5.0,12.59654170457771,7.613529024177357,Politics
1.4015028169856043,2.0,3.560381329288595,1.9521707220220352,Sports
4.553110971115631,1.0,13.872593549427604,7.264803019171927,Technology
4.55310266758411,3.0,5.281158350322686,2.5542072613120177,Sports
4.100559454613332,2.0,11.414267444570342,7.82078831037168,Technology
4.986490214723152,5.0,6.073749233727117,4.2172451194106015,Sports
1.9007758621399726,3.0,3.6971920949636763,1.7404049373217512,Sports
4.473784980271608,2.0,8.009953329655053,4.051986596573709,Technology
6.499354499777474,2.0,14.388603517656046,7.41402789240271,Politics
9.857014670032731,3.0,18.993287937015346,9.105664936287958,Politics
5.628198604550312,3.0,9.989424565728005,5.722106049627133,Technology
6.657262966059381,1.0,13.687482366789633,5.877527025993515,Politics
5.123939596762132,5.0,8.060229229410583,5.430104752321258,Technology
1.5207888947152828,4.0,0.21072880923982673,0.04154928656769119,Sports
9.941973400109186,5.0,15.110259309957055,7.723266434114528,Politics
6.911331843576166,5.0,10.212576705702693,4.6280114275639495,Technology
8.582989238444013,1.0,17.309958319522543,8.303171458812166,Politics
9.958054894694001,3.0,15.019518814687654,8.163610191491776,Politics
3.6249863705397525,4.0,7.3154021909189515,5.6810676858385465,Technology
3.938671525263007,5.0,5.4763618845332225,2.6970073858758625,Sports
3.9848114382183346,4.0,5.237853764326886,3.6133774664054803,Technology
3.4179157295462175,5.0,5.871931426799186,3.216481210542274,Sports
6.459884044089965,1.0,17.896046024405845,8.742300707581904,Politics
4.082756713532419,4.0,5.766892823006357,3.13985627378941,Sports
4.769808507241708,2.0,12.996797173623385,6.719020005535151,Technology
6.211494964387271,5.0,7.4003780699105945,5.031013763405105,Sports
4.084499030363665,4.0,2.626852385315538,0.3944416449861521,Sports
5.569450992049747,1.0,10.827233445554551,6.594132987577918,Technology
2.2230017034595746,4.0,0.57204862045326,0.07048958492686364,Sports
7.087507524728927,2.0,16.495971162805844,7.923170242849878,Politics
2.272073513353217,5.0,1.5793844960041774,1.6295837037002396,Sports
2.0222268995721357,3.0,0.8936618249386488,0.20960674945897573,Sports
6.051460584466549,4.0,13.809988450720233,8.231099892034841,Politics
6.349167899843587,2.0,13.044214990218908,5.85370090265515,Technology
3.759077735301902,4.0,5.609961736569747,3.4628372922342665,Sports
7.456256447384181,2.0,17.197236782967575,8.353160597776919,Politics
6.968538750605465,5.0,12.057320873406663,6.16337984704899,Technology
6.432136645184837,5.0,8.728967292316225,5.779988941383251,Technology
