article_count,has_video,author_count,is_editorial,content_quality_score,read_time_minutes,article_age_days,distance_from_main_topic,external_links_count,daily_page_views,comment_count,user_engagement_score,social_shares
29.0,0.0,13.0,0.0,0.644243831916361,9.270304334567477,44.0,1.697009767892033,3.0,546.0,7.17955857579337,0.1400591859322866,95.60992746402738
38.0,0.0,8.0,0.0,0.4264992171583176,5.94945115303473,14.0,8.910277546619122,1.0,375.0,1.6194084040999757,0.20519844157806416,54.37458396084001
49.0,1.0,24.0,0.0,0.7196361714104592,2.3327931855802637,23.0,14.381013311925702,5.0,845.0,3.823756364984134,0.8284481471606551,8.347286345582027
29.0,0.0,15.0,0.0,0.5157251045221022,9.128387662546707,19.0,4.734017152988471,1.0,300.0,4.533522374052522,0.04131219695795707,96.37231568660647
35.0,1.0,6.0,0.0,0.04764992555119141,6.196131904595909,0.0,17.184599848630107,0.0,200.0,4.626404914174646,0.3059838041763115,39.70956867667437
31.0,1.0,0.0,0.0,0.047233788510230634,4.672906935420662,15.0,19.799677887083867,0.0,108.0,2.5096322960875024,0.5242051347989152,63.037159045752084
30.0,0.0,16.0,1.0,0.23091468888361688,7.581333132442222,6.0,10.762787283481222,2.0,547.0,1.7531254590517409,0.03341994000066395,99.92377560771075
27.0,1.0,13.0,0.0,0.257142637195814,4.111357649146395,10.0,10.97602501402801,0.0,482.0,0.6253810358376075,0.3605375766378504,85.95804503640727
30.0,0.0,18.0,0.0,0.6962197373821879,0.9070632073143061,33.0,7.6782119443366055,1.0,470.0,3.2066172479910366,0.7689290945365722,4.99553570870151
41.0,0.0,30.0,1.0,0.8341378834119337,4.491608472613385,44.0,1.7761511253587905,9.0,935.0,8.412704750836614,0.8994611856507758,36.40970226836908
31.0,1.0,9.0,0.0,0.16150609816337547,1.8724219083375973,0.0,19.361432000893814,3.0,430.0,2.092011420221703,0.5182053473915859,29.20621470199191
29.0,1.0,14.0,0.0,0.19287539157432843,3.953301336973777,20.0,19.210789230335095,0.0,243.0,5.228726397280222,0.5175345333991934,15.760545081146553
39.0,0.0,20.0,0.0,0.7575877741178609,7.24719153335371,26.0,6.360326051672259,5.0,578.0,6.356864088781046,0.37609777897132773,56.997319354430736
41.0,0.0,24.0,1.0,0.7806683391680677,4.98970989425356,20.0,2.0883557131219037,4.0,755.0,7.164918762023242,0.2604517697183837,82.33763908607575
46.0,1.0,10.0,1.0,0.28015477493540064,3.9449248034786217,3.0,9.749911858960372,6.0,642.0,8.230632073716762,0.590646335729337,61.16704990704733
50.0,0.0,30.0,0.0,0.8337366030116717,4.097930384731868,40.0,0.4818731664224867,10.0,962.0,9.711069184289537,0.9200091242873708,11.46905666679347
38.0,0.0,14.0,1.0,0.5963862915793366,7.590092981797449,30.0,11.864589001317903,5.0,729.0,6.673318477179889,0.49293312461305194,54.7084309913658
40.0,0.0,12.0,1.0,0.7124052766957228,4.389942627753616,43.0,10.688158247355545,6.0,580.0,3.2050450843595377,0.39910217406968307,60.84600763078707
28.0,0.0,3.0,0.0,0.5258190064056358,3.1382085507763557,8.0,11.8978134452839,1.0,297.0,3.973784351671557,0.660190195658708,49.646926521036384
33.0,1.0,4.0,1.0,0.4910811947683048,3.870263924629133,2.0,16.429393085042477,1.0,338.0,4.511071930309631,0.17017297713109053,62.17824453725176
34.0,0.0,27.0,1.0,0.6841728617267385,7.189603822979445,33.0,3.0107101615650658,2.0,690.0,2.5750296768845935,0.2192822441308049,94.60143738587125
36.0,0.0,10.0,0.0,0.673881903292929,5.17147524809799,32.0,2.185963978582489,7.0,859.0,7.564227257896014,0.52104212784661,28.350865962978038
32.0,0.0,7.0,0.0,0.3231289103370134,5.721356290633082,32.0,14.226309299945052,1.0,228.0,3.060000368377593,0.21115479909410276,79.75200456753011
42.0,0.0,20.0,0.0,0.903945587018249,0.41387141458130117,28.0,5.172059976654831,4.0,648.0,2.8587323469370576,0.9867850668882568,1.4115366793883268
41.0,1.0,27.0,0.0,0.53718782788267,5.149519624063307,14.0,5.043576182250522,9.0,983.0,9.53664355789323,0.24587949946449836,45.76547602683574
41.0,0.0,17.0,0.0,0.3198486550590799,4.76954226190338,6.0,5.0622643975478585,6.0,725.0,4.851751166962035,0.31573573523795784,70.23980038728314
30.0,0.0,25.0,0.0,0.9156140521255205,2.5146286483747486,39.0,3.6149164329049563,1.0,324.0,6.104422676249015,0.8619367076646373,9.952498067322665
37.0,0.0,13.0,0.0,0.40552226289462984,6.6610316953139215,28.0,6.97295439983859,7.0,689.0,9.499684478279697,0.7293900233140937,16.23948091114454
28.0,0.0,6.0,0.0,0.07641922067693291,9.422358571234675,26.0,12.799971584237838,0.0,113.0,5.020106831651824,0.12129219597624308,97.28797494672341
49.0,1.0,20.0,1.0,0.9094060531648563,3.1415803474138793,39.0,9.430574399609627,9.0,792.0,6.526304500213922,0.9237394095168066,3.5492026676675437
28.0,0.0,8.0,0.0,0.60097686531758,7.753959073173315,21.0,13.78064914583581,3.0,664.0,8.066033399377062,0.1698608701371886,61.74245266004168
39.0,1.0,24.0,0.0,0.9170304445821567,6.2567814733232,46.0,5.661885129479198,10.0,990.0,2.8949957286652914,0.7762173572206568,23.65878902974566
45.0,0.0,25.0,1.0,0.793716404514452,5.926408258268773,48.0,0.866815746412871,5.0,696.0,3.4569842723904483,0.7583814480459419,66.2731451961115
36.0,1.0,19.0,0.0,0.5172539576415557,8.89361358420366,23.0,8.17732132423799,5.0,794.0,1.211986967124099,0.1728003178899183,92.75896532850292
29.0,0.0,15.0,0.0,0.6855453741163526,3.9325426980559275,38.0,12.872979557337652,4.0,772.0,7.022761049693071,0.3770380378907751,19.63463524206441
35.0,0.0,21.0,0.0,0.32418440386435654,0.7235282305872879,23.0,5.010333861880266,0.0,405.0,3.4747582831130592,0.3570007708050846,48.73992855447153
25.0,0.0,3.0,0.0,0.22762197057700206,3.2378149273294174,5.0,10.302665312829308,2.0,386.0,2.460031218347326,0.1348490183116577,51.56768243488134
36.0,0.0,16.0,0.0,0.8665834651224007,8.727049882935471,43.0,0.763068627659564,1.0,464.0,5.877965114947269,0.7472303600014816,42.553824401835556
25.0,0.0,4.0,1.0,0.3443091434726143,3.096135015743287,34.0,16.492954473539836,0.0,180.0,1.7919344170699905,0.3308970962608657,28.849283410519476
37.0,0.0,8.0,0.0,0.761137760427878,4.037102653463401,16.0,11.235323177731035,6.0,520.0,2.1623114251009317,0.33992671255005313,43.85018658080652
47.0,1.0,11.0,0.0,0.4230137642941179,7.567262651411289,10.0,14.50440705802129,8.0,913.0,6.058832434111089,0.18565955386418898,45.839794275493034
36.0,1.0,1.0,0.0,0.2156654460498834,4.2524458788652195,13.0,15.909651256516364,1.0,458.0,8.105663694960164,0.5565100125107316,18.944875501617652
35.0,1.0,2.0,1.0,0.05446719284187462,8.55699703950231,12.0,17.925931750958107,3.0,275.0,4.990413651610295,0.09752798183205313,83.98339009478387
33.0,1.0,1.0,1.0,0.0761144031933581,9.400690864333857,8.0,18.58695101696361,1.0,147.0,3.037710073187763,0.2261487620179357,86.25017844327527
44.0,0.0,26.0,0.0,0.6165326413772656,3.3285788789196324,27.0,4.112376334081921,6.0,870.0,9.611256557599111,0.617853437250675,6.998112432901294
37.0,0.0,29.0,0.0,0.9035429727973363,3.23538809571303,46.0,2.0418907270936186,9.0,991.0,5.3470540752871445,0.9417871182345532,3.20903975058949
41.0,0.0,30.0,1.0,0.9632243565684226,5.573187805291025,47.0,0.44915766342783847,7.0,846.0,2.686263907798994,0.8188028869195463,40.21578369397001
31.0,0.0,13.0,0.0,0.7840900597934823,2.3839923345901175,13.0,9.391077319409534,1.0,322.0,0.9597507757764108,0.5181381015547886,49.489092378011776
31.0,0.0,8.0,0.0,0.7103598961584587,5.934173610934581,17.0,12.475083020312693,1.0,177.0,3.7235942048685287,0.4198957244098527,75.64493311501705
31.0,0.0,5.0,0.0,0.23301769326373267,4.401657165170975,12.0,7.5129296257255085,1.0,183.0,6.327348888162434,0.20141948242468768,78.62150774900115
33.0,0.0,14.0,1.0,0.25253683757880374,3.888354256696708,20.0,15.351384551647858,1.0,515.0,3.564679091900433,0.32953023741614157,44.10098999474454
36.0,0.0,19.0,0.0,0.8608229142273928,8.98886104463104,49.0,3.7924345553319636,1.0,276.0,4.533010143445985,0.8040937763838683,24.849621398345946
38.0,0.0,29.0,0.0,0.988985322581482,0.01911535821417587,37.0,3.045628865983982,6.0,738.0,2.405944514846629,0.8905150196651516,33.99066058823176
37.0,0.0,24.0,0.0,0.8790656201475167,4.905352431023152,49.0,5.009426250633039,2.0,649.0,4.372182552668843,0.8725113149006369,8.434215571553402
39.0,0.0,30.0,0.0,0.707809133436195,6.698005901180992,33.0,3.938227412379005,6.0,851.0,4.761801692089471,0.5211007574370093,56.783963204114116
42.0,0.0,11.0,0.0,0.2364177196008787,2.4169178812553986,7.0,7.6974454655111595,3.0,573.0,5.6078135071338275,0.8026484406355728,39.903335617271644
25.0,0.0,16.0,0.0,0.5268869189598214,2.7941093158034653,7.0,11.791837285896392,1.0,489.0,1.4945772000615625,0.5039754367119161,24.61311530032338
29.0,0.0,5.0,1.0,0.08658434003057414,7.160369264619469,1.0,17.011776153188052,3.0,292.0,8.442391818739523,0.1625258102622168,51.057642129829105
37.0,0.0,22.0,0.0,0.3608996896911758,7.684734566950221,38.0,2.1079779846915843,1.0,333.0,7.222706004120436,0.7124990145218894,77.60240406296488
41.0,0.0,19.0,1.0,0.3691047461468945,6.256385114714185,44.0,5.358908771563632,8.0,905.0,9.648503725515095,0.7691069406017164,25.37602311588667
26.0,0.0,17.0,0.0,0.29686848973795554,2.084965099124965,11.0,15.91527616590799,1.0,261.0,9.30627578690589,0.24898690781618318,15.243193298023101
39.0,0.0,17.0,1.0,0.49116335118219506,5.508746770164917,37.0,7.711699852662316,8.0,917.0,8.930999719029568,0.8893012306478625,28.069215883989802
29.0,0.0,20.0,0.0,0.6749456342239537,0.829979933660411,38.0,12.028851348792315,0.0,236.0,6.423622215152006,0.7035616576377286,5.0784054166486285
36.0,0.0,12.0,1.0,0.7743988243063499,6.495263213213775,45.0,1.9622584691536966,2.0,337.0,0.2878507530053165,0.7859938865568561,65.60875112187088
33.0,1.0,2.0,0.0,0.31101485598515544,6.684961858735786,3.0,16.82881389379066,0.0,121.0,1.034544168877904,0.366095642524314,68.54575863785587
41.0,0.0,28.0,0.0,0.9614251827672775,5.863606256431989,43.0,2.502129350661871,5.0,929.0,8.402496844798236,0.9258373721306923,33.308723470362324
42.0,0.0,28.0,0.0,0.9876571583192837,0.3562249258272656,48.0,4.219040709644614,7.0,882.0,4.805786445056861,0.9518843327913811,23.15750680743877
34.0,0.0,3.0,0.0,0.21489995449617671,8.896246387034745,32.0,12.604575866067457,1.0,181.0,7.413173443159286,0.44731028775535786,38.27497190969067
38.0,0.0,30.0,0.0,0.9509551743899733,0.24603495349511295,40.0,2.4754902630717455,4.0,719.0,3.5064101579884754,0.6755954293232524,10.057121701960824
29.0,0.0,19.0,0.0,0.36001623304734426,7.840334632886259,29.0,6.048022593104474,4.0,763.0,9.401249550706972,0.1494522123144068,91.7913431481426
34.0,0.0,27.0,0.0,0.8761541478364829,0.26590492575703273,18.0,7.5248642863729716,7.0,756.0,9.376481726922833,0.9014095606306112,3.5492449413424367
42.0,1.0,3.0,0.0,0.1699129895011653,8.825653038641024,22.0,14.3789247953407,1.0,426.0,2.6321152779115713,0.08616397256628777,91.6546081495639
38.0,0.0,6.0,1.0,0.4336565123722559,8.05363410933777,11.0,7.411753999858978,3.0,603.0,2.4458965205590304,0.15339120577275278,85.32068674810019
53.0,0.0,29.0,0.0,0.9590377864938027,4.881399326290315,42.0,2.964894929758896,10.0,979.0,6.482127204010856,0.8130757748435562,30.752534311525007
41.0,0.0,9.0,0.0,0.4544562934253851,4.296295450697723,41.0,11.0261597357518,2.0,330.0,4.166887224540432,0.8505737734080798,38.723838479277994
24.0,0.0,23.0,1.0,0.2649249868038427,4.525200838175015,13.0,11.18496731671878,3.0,559.0,7.516963303867785,0.4298070404426916,83.36046261976597
30.0,1.0,13.0,0.0,0.37561874500010656,5.680389611428639,5.0,19.069238304596556,0.0,256.0,0.35188700948363216,0.4106037904650423,57.689445781184375
37.0,1.0,1.0,0.0,0.1796255060720105,5.75701536217934,24.0,18.924264527054923,0.0,134.0,0.32596715712873614,0.1657855045222334,82.6905112976651
43.0,1.0,27.0,0.0,0.6222970245070906,6.8390462017735905,25.0,13.565643511267293,8.0,900.0,7.7437259907447515,0.8793467842887838,12.753962917613691
43.0,1.0,25.0,0.0,0.9306553838559422,0.546767117935941,38.0,7.49967809409377,7.0,897.0,6.589519052759016,0.8168550234284293,4.239321109110293
35.0,0.0,25.0,0.0,0.7476531014770676,2.2222409785610386,31.0,10.137134391472033,5.0,829.0,6.253896084418806,0.8317881221713812,20.257051045668423
41.0,1.0,3.0,0.0,0.07990972644193695,9.596291037425726,10.0,17.89397984773602,5.0,622.0,2.5377677893862556,0.05251378002970564,93.04515082471295
41.0,0.0,30.0,0.0,0.9822498624764622,6.9025274282377485,46.0,1.4380562692244707,10.0,999.0,9.646934628543276,0.6251901176112988,12.300581843509647
33.0,0.0,5.0,0.0,0.6643060678946391,6.754263961990565,30.0,4.573440412808738,1.0,269.0,2.054842156263261,0.40985309122367286,67.07196960426926
27.0,0.0,15.0,1.0,0.7112858784889112,4.835958029748039,28.0,5.877516563594996,2.0,550.0,6.7480443935595735,0.5536423972081734,69.52216086942785
32.0,1.0,20.0,0.0,0.27863092937372114,8.954171159767169,7.0,14.93716709781354,0.0,280.0,3.303298046662739,0.14876504180375277,72.13223777744207
38.0,0.0,18.0,1.0,0.7444663421466863,5.730313065800109,25.0,1.743411827082947,5.0,618.0,3.9494591509351924,0.25147289574214954,89.06164391262075
36.0,1.0,19.0,1.0,0.39975343576598327,3.5026828265276624,7.0,17.280553152177667,1.0,600.0,0.8309036363919624,0.5320048088327722,60.315871856865755
33.0,0.0,28.0,1.0,0.9266339421485628,7.035624602187175,50.0,0.0237125371210265,4.0,745.0,0.9018627391106575,0.8648385788508606,76.90202573007025
42.0,0.0,27.0,0.0,0.9868149444872045,3.6238116189503033,50.0,0.026764012403228676,10.0,993.0,8.670429303400589,0.9684392413202871,26.587127685833305
41.0,0.0,30.0,0.0,0.8647102691467987,4.844814145169731,50.0,5.424508254909295,4.0,674.0,2.9998792546959305,0.9745732457518832,36.834434272825746
37.0,1.0,19.0,1.0,0.5840864097185923,4.926071455064018,23.0,9.984885464131336,4.0,678.0,6.684121813266298,0.5333940230011093,30.451992218143705
42.0,1.0,22.0,0.0,0.6620966398296767,4.492272527741654,18.0,12.658832632503152,4.0,673.0,4.965000728326414,0.5254412790915742,47.89876676511187
40.0,0.0,21.0,0.0,0.3343989878601263,7.860336465039849,13.0,10.237420235081736,8.0,924.0,9.646048629027456,0.6096341235894178,46.000737440372184
37.0,1.0,24.0,0.0,0.46271846636378416,6.2197670994323335,7.0,12.197170778034275,9.0,977.0,9.578274511404615,0.6330043421182816,45.52905137971022
33.0,0.0,6.0,0.0,0.09297596426822669,1.1962876554767936,3.0,11.731128590533471,3.0,640.0,8.511990017838345,0.6684714231927383,32.846427827397626
46.0,1.0,20.0,0.0,0.8186685059329505,5.0455817140828705,43.0,6.503795459215276,7.0,862.0,8.127524787512206,0.6543451730998687,55.882960243020555
39.0,0.0,11.0,0.0,0.33997041465866873,7.363623069577271,42.0,2.0812402077198175,2.0,312.0,8.973171429168449,0.20092717233703558,93.71600690924346
35.0,1.0,21.0,1.0,0.6751265953742673,9.341094284317453,8.0,14.0230647186906,2.0,646.0,5.689380649332432,0.36809312009425416,80.18022288516761
36.0,0.0,26.0,0.0,0.8840608536906918,0.49880913377168135,33.0,9.49946340842893,3.0,778.0,8.626641218022069,0.6385682655659392,21.664921691928697
40.0,0.0,27.0,0.0,0.6364894642545805,4.8357255528641065,34.0,9.72383549399037,2.0,625.0,9.007202907019103,0.4694524680363924,18.70302614846412
29.0,0.0,3.0,1.0,0.24348274703413786,9.897312715679988,21.0,15.513229755233258,0.0,103.0,3.075606114587855,0.05918523053917385,91.91637463156576
45.0,0.0,30.0,0.0,0.987220617767478,6.590341118539144,50.0,1.0232427332566685,5.0,787.0,6.101639623645466,0.9854277025496789,45.22365228995375
35.0,0.0,26.0,1.0,0.7435743770645304,0.6614124757767863,47.0,5.565602436421585,1.0,349.0,7.220228473221881,0.5619265406460887,25.780226295880464
41.0,0.0,8.0,0.0,0.16772284316475422,0.9896577597192051,24.0,9.772678134409285,4.0,679.0,9.668593269224349,0.6378442152464503,5.4092120220621425
35.0,0.0,23.0,1.0,0.34468338220431183,6.233928105427015,11.0,6.3805680816844,3.0,397.0,5.316433270298023,0.5441374750594107,61.5158715013483
38.0,0.0,17.0,0.0,0.35650916825791257,5.4556001214157135,8.0,8.434770566130238,4.0,747.0,4.897508249702833,0.3117742283977438,78.98949949487522
27.0,0.0,12.0,0.0,0.19526563418239662,4.551190964734794,24.0,12.914968974274519,2.0,353.0,9.582523532174815,0.17724812835859594,42.00472445900352
38.0,0.0,23.0,1.0,0.9583717433001668,4.952646410831803,48.0,0.27370088827910877,10.0,940.0,4.103263593016666,0.6692143127837857,31.658235136228367
31.0,1.0,16.0,1.0,0.12553905984359215,7.394924036701747,12.0,16.133343070849754,1.0,493.0,0.6684475458717882,0.11848689519019584,66.41400038977339
32.0,1.0,1.0,0.0,0.039757302376101755,7.437236331660305,2.0,19.27000094338274,0.0,124.0,2.9418928392917363,0.27880418099981386,67.99749268952314
38.0,1.0,25.0,1.0,0.3820081883194372,4.383702719258986,30.0,6.801052493229531,8.0,942.0,9.297224762863868,0.7313434974918525,26.75542865971211
37.0,1.0,9.0,1.0,0.6263437398064748,9.799696445253108,9.0,7.318131177920898,1.0,232.0,1.3052711235907477,0.11313991843013177,99.45279076765982
40.0,1.0,24.0,1.0,0.7381827721208776,6.14887162869983,42.0,2.4868157985136055,5.0,694.0,2.627889923643331,0.6866084757491677,44.77541480793988
35.0,1.0,22.0,0.0,0.3220285409498299,1.82373566798057,12.0,12.335063757729639,0.0,305.0,2.527515366827484,0.3221037932732208,49.49246555927803
36.0,0.0,25.0,0.0,0.38882617502699796,1.0993277807680335,33.0,11.884758295526016,3.0,553.0,8.311250954083366,0.5567776057252031,49.91749361643495
33.0,0.0,11.0,1.0,0.5804081194034693,4.1315846649412205,42.0,10.6173963990726,1.0,354.0,4.323716812043889,0.4168944810841222,31.250545396507494
43.0,1.0,18.0,0.0,0.3127859068516434,5.560517691934161,10.0,17.861658512194023,4.0,749.0,2.726716926221054,0.19417252313556185,61.11631972175765
35.0,0.0,9.0,0.0,0.7223257578381973,9.340878737770742,47.0,1.524894625348681,7.0,809.0,7.1649659267368015,0.37611520469882076,66.11286663492359
37.0,0.0,17.0,1.0,0.6691202589407459,0.7021427640076832,32.0,7.479644755342756,3.0,416.0,7.906650805430473,0.6681073310453154,21.948607211209964
42.0,1.0,10.0,1.0,0.3756424587858346,5.720455269008811,6.0,16.58919177885739,6.0,762.0,8.379563298341177,0.6685807699932291,55.679423194199956
32.0,0.0,7.0,1.0,0.5166932297728521,3.806349629679585,41.0,5.73985566015989,1.0,253.0,7.472770719962211,0.3844376813402684,53.465980305832076
50.0,0.0,24.0,1.0,0.8920652362658752,3.634532560669463,41.0,0.3306375487498521,8.0,945.0,7.142566749702924,0.8603471547817165,28.509335258468607
36.0,0.0,28.0,0.0,0.5615114039205205,5.770078882608121,43.0,8.85367091613897,7.0,864.0,9.711318470567658,0.8257812940706641,24.649834671368172
34.0,0.0,12.0,0.0,0.1516782959914335,4.499584538801491,5.0,17.326382017784645,2.0,442.0,9.322255384055833,0.6630812757415445,50.065599039346175
33.0,0.0,22.0,0.0,0.8641271402727285,5.117779356043113,47.0,7.270436472478375,8.0,957.0,7.107262719931562,0.37862911212661554,44.736453276105465
39.0,1.0,26.0,0.0,0.34165205125455805,3.607229569959859,18.0,13.399688094264151,7.0,815.0,4.932309966000732,0.7739064577181861,50.02987507670205
31.0,0.0,14.0,1.0,0.24769205796170451,7.48960480125249,8.0,8.081872238623433,0.0,167.0,0.3390630325585846,0.2908528584446831,60.685197317953936
40.0,0.0,26.0,1.0,0.5747707015101324,4.305021818255944,39.0,4.297729195993758,9.0,886.0,9.905331494872094,0.4165276882012967,63.792282856831726
41.0,0.0,30.0,1.0,0.9004477726543432,2.163023412352944,36.0,3.0064286211741598,10.0,981.0,9.046763795627115,0.7908949419022845,32.52804160944072
43.0,1.0,3.0,1.0,0.5773407496366677,8.308652595607722,12.0,10.416004114544299,8.0,632.0,4.824360874243384,0.3448434408928751,47.339037280776836
35.0,0.0,28.0,1.0,0.9354818650798475,8.242724360929888,29.0,0.8273704136621225,4.0,570.0,6.39825125481551,0.5849628760354375,65.01987676656968
31.0,0.0,9.0,1.0,0.7224970130372239,3.5993581915145274,30.0,8.775725633471213,3.0,306.0,1.70626644610104,0.7516666078726434,23.629910611948755
24.0,1.0,8.0,1.0,0.25621814878478877,5.313993880189624,6.0,18.83351443974923,3.0,671.0,5.827176659756291,0.24278746682298635,32.04344561438872
45.0,0.0,27.0,0.0,0.8761105877074304,2.3071975944378833,48.0,4.621596114780649,5.0,652.0,4.852979487078092,0.7193906085402867,7.311004287796088
31.0,0.0,16.0,0.0,0.5736074571009895,0.48454632917534735,39.0,9.05592999288775,2.0,595.0,4.9202335147807155,0.8020196147830356,48.881624649701884
42.0,1.0,15.0,1.0,0.24741719670233203,6.667908167488335,18.0,14.391764598292852,1.0,411.0,4.9035347463573995,0.23411074231667328,76.33694612886231
34.0,1.0,21.0,0.0,0.21173858905614457,2.6939274440768104,2.0,19.239783752530066,1.0,558.0,2.9359464724039848,0.6809487552321654,18.571663866963707
31.0,1.0,10.0,0.0,0.2311991631347981,6.082762009028029,7.0,14.685939200730598,1.0,246.0,3.8496636436221383,0.2179195187131104,76.7141557683763
34.0,0.0,19.0,0.0,0.5095616414374581,4.417374287815173,17.0,13.209767639183125,7.0,776.0,5.82313144432114,0.7458403660904716,40.097759979550446
31.0,0.0,6.0,0.0,0.08142109773174178,8.54427925481232,25.0,15.8725584649709,1.0,205.0,2.609478666243047,0.26259774795245916,85.07914709568541
35.0,0.0,4.0,0.0,0.2733593130657538,7.46515356017793,17.0,10.789778620715436,0.0,152.0,2.47927675430482,0.15531477021650203,71.55840936260404
42.0,1.0,4.0,1.0,0.07366575585984764,9.742981600471945,1.0,16.408441041596447,2.0,434.0,2.6367199578238427,0.31276651249134846,83.43518887681356
33.0,1.0,2.0,1.0,0.4037344824372926,9.372945182760521,7.0,11.446549255339157,3.0,510.0,3.725378564783003,0.16063532401826097,86.70731176044782
43.0,0.0,30.0,0.0,0.9955307241657974,6.807897382512886,37.0,3.2446754212939606,8.0,861.0,5.354146639940797,0.9040952991476489,6.964069811856639
24.0,0.0,8.0,0.0,0.1792555131959347,2.372421678472839,1.0,18.41709396098662,2.0,270.0,4.555257200684739,0.14406430542567894,32.98068424150973
37.0,1.0,2.0,1.0,0.15234982017184562,9.298000606591652,9.0,14.914260446893202,3.0,304.0,1.222599842428545,0.08499475038804,96.7995998206616
40.0,0.0,17.0,0.0,0.4086197784638066,8.290564074492195,29.0,10.378211064598798,1.0,431.0,1.90420918128595,0.3442450160351834,86.84760331200391
40.0,1.0,11.0,1.0,0.3908284008151044,7.1960134423004085,21.0,10.375627000282158,2.0,385.0,2.5521986497755806,0.6133364543135049,58.731833959508506
39.0,0.0,28.0,0.0,0.7452527527719234,1.987039011079303,21.0,5.030389310860748,4.0,717.0,9.472621711237059,0.5763544387534523,18.28730471028842
40.0,1.0,16.0,0.0,0.48433030255277876,1.075135495890696,11.0,17.825707131641067,3.0,685.0,3.0226685574307184,0.934048474660264,7.564044833134851
43.0,0.0,25.0,0.0,0.8607095111716991,1.8299223227334855,33.0,2.149935796962751,10.0,968.0,9.782386625683493,0.5496588737254929,6.634229389359099
34.0,0.0,10.0,0.0,0.5834565584745417,3.1384984460656735,41.0,6.164095934583457,4.0,651.0,5.069197309349053,0.4119794948010672,63.85104156291338
