TravelDuration,TravelClass,TravelCost,NumberofStops,DestinationType
11.210883402368259,5.0,880.2086175247597,4.034416642624714,City
11.24348854983284,4.0,2353.6034674263597,8.537049158611984,Beach
5.144753035628994,2.0,879.9834886859987,5.048085895327695,City
12.59749194389948,3.0,3407.02860172368,9.263346287904165,Beach
2.6527977079224687,2.0,597.5474091506878,2.8126201127600594,City
3.3161056791648402,1.0,338.1341903026119,0.6071800259371756,Mountain
2.892803056451406,4.0,62.32876149067663,0.20033521464894655,Mountain
10.25722835664099,5.0,2273.1005236638257,7.158545802504374,Beach
12.68685288458964,4.0,2232.682867747046,5.751375575115682,Beach
6.47585275196628,1.0,930.8863196637016,2.6359428146233044,Mountain
11.93222768594575,1.0,3988.3305330713524,9.369140880939675,Beach
14.399666041603297,2.0,3552.885493147347,9.042856847789107,Beach
2.740994712603948,5.0,188.02245941738738,1.907771272576713,Mountain
12.690636051843626,4.0,2473.4689319533827,7.943070944808734,Beach
1.3733860781634082,5.0,262.69692201898056,2.3658279283025734,Mountain
8.914236282708533,5.0,1444.2515445652052,5.520139798387311,City
6.103476820606817,2.0,681.922297430917,2.8441830321612835,Mountain
11.926308565017681,1.0,4062.825549626342,9.97405401602725,Beach
2.4899321346157413,5.0,341.71273832052526,2.336808793400013,Mountain
10.835182976430158,4.0,1190.2756879981343,4.0251903767458765,City
4.284924291374979,1.0,624.3699466169192,2.63461239641441,Mountain
3.878210357276891,1.0,413.25945496022956,1.5101675123099096,Mountain
8.3583121689542,2.0,1417.5850312894013,7.2206542473441,Beach
6.898486768107494,5.0,446.1730963287558,2.6359268186704647,Mountain
14.154820988493725,3.0,2689.991192890333,8.854233853416762,Beach
10.484781333596764,2.0,2859.396538474047,7.986703226230912,Beach
13.318985899713747,2.0,2592.7585526186203,6.643300568207293,City
3.7463779267666837,3.0,468.3720732507948,2.882928178401389,Mountain
14.659838707669621,3.0,2866.8996735008054,9.25476725756069,Beach
6.9661398171165265,1.0,2047.998835998864,7.460356765448697,Beach
5.904200482334106,1.0,1482.6371810293665,5.909936151277796,Beach
6.056817225671343,5.0,924.372830946321,4.78668119017629,City
5.908213641695417,2.0,1966.2135603409151,7.1655517380996,Beach
6.5759403541299015,5.0,565.052433025062,3.897209887507258,Mountain
14.496848789515909,1.0,2988.5217165975737,9.200611341643343,Beach
9.251567062444698,4.0,720.3557197726641,3.470433942304884,City
13.389410290401155,1.0,4076.929261634013,9.77074997713555,Beach
4.361102556479434,2.0,446.84047031409983,2.3313633214706666,Mountain
13.452261169637229,1.0,4035.256826121676,9.29363951975434,Beach
10.385971997996009,2.0,2620.2822458047735,7.862684742555697,Beach
2.003191820450027,3.0,451.08573467561297,2.1898566259326824,City
2.7685586054602798,3.0,161.81032628338838,0.9627725883977778,Mountain
7.686336387373434,3.0,1112.8262519830614,5.552837837387522,City
9.550467379817514,5.0,1406.9537468089352,7.2862360782298135,City
4.946391675837902,4.0,221.05242594990065,1.2228776414450855,Mountain
3.3365195808633192,4.0,223.01783722040923,2.2803859557907553,Mountain
12.660877474074086,5.0,1732.0860750391473,5.584330876031185,City
5.342844192803486,4.0,499.99953229714237,2.222909785474973,Mountain
4.6865884706970595,1.0,504.777587018183,2.1381791446096443,City
11.720829907555952,5.0,2549.1059758066667,8.232601856810815,Beach
11.402554806726787,2.0,3101.1624121540094,8.351197651614015,Beach
8.906965596637376,3.0,2200.7469184462348,7.907480801397809,Beach
6.516073000846578,1.0,980.7194794115023,5.406990161672798,City
6.613950084505209,4.0,982.7477180331473,4.434985036365972,City
7.120776509257628,5.0,433.0331437434193,1.951280417022394,Mountain
2.09859276440129,3.0,261.3761225357773,0.6137943000625121,Mountain
6.8150084348452165,4.0,1044.6147473646274,6.090659490597998,City
12.659658404007173,4.0,2550.8933158328896,7.435029173146477,Beach
9.311700574901081,3.0,1565.3828971187297,5.524291398561753,City
6.940832357577008,5.0,343.7016693931208,2.0662680101427244,Mountain
4.732077273251714,1.0,521.1303158751705,2.370487969976592,Mountain
3.218717017976549,4.0,336.7879975215034,2.0370225012021996,Mountain
5.003958328396183,4.0,203.79265006358364,0.7252226745682089,Mountain
13.972790828158882,5.0,1772.3586344000635,6.86262363883404,Beach
7.695397029723151,2.0,943.1588273074251,2.894587800209814,City
6.934762385827513,4.0,1001.5435449313646,3.8645382855280044,City
14.250257447565108,2.0,4355.70447958763,9.48320394575098,Beach
1.328513756359432,2.0,308.45547477105447,1.723665853379396,Mountain
11.358973801211196,2.0,2184.1606105455967,6.65899139775088,Beach
4.733551707665214,4.0,375.83352390142295,2.3549754863285868,Mountain
11.388582743846625,5.0,1999.6502324474038,7.769718170769168,City
3.242228290843663,1.0,765.8331619061356,2.4497105857304406,Mountain
8.362042624387422,5.0,929.994955343193,3.5756337479694302,Mountain
4.7879877951947005,1.0,1552.9649931212468,4.640549446915948,City
8.988128738229696,2.0,2303.36022306832,7.084360231335584,Beach
14.925732306978926,3.0,3305.558492213324,8.193066910611945,Beach
5.317156652063448,2.0,822.0578508078735,4.0207311575802995,City
10.852103933767125,1.0,2825.9722928339106,9.117043577273513,Beach
10.975078205578127,5.0,1799.1097656928926,5.357858785630885,City
7.509067421862621,5.0,686.919895796474,4.26021691228941,Mountain
10.134263693509574,4.0,927.8776613540789,3.7432471261407416,City
13.641537017456638,2.0,3534.1240000799035,8.559918365913347,Beach
11.887320294221196,3.0,2249.002035239303,6.059907500595079,City
8.426082674306265,4.0,1554.9112348776252,6.676829677931564,City
8.115285686875911,2.0,1152.7149572325086,3.165250668546321,City
9.077332626518702,4.0,1356.383260290605,5.630867865750768,City
13.61390950003636,3.0,3917.279982305335,9.61946228532981,Beach
11.704922805803362,2.0,3313.633315190565,9.02901459105634,Beach
10.88583082244525,5.0,1078.281389252187,3.9006267410390483,City
11.433982992897477,2.0,2934.7546207961987,9.109463091280244,Beach
11.636347336549765,3.0,2690.2571953439096,7.937768674712024,Beach
11.606958147409799,5.0,2558.563372431387,8.508293195845093,Beach
1.09016386033748,4.0,167.4393008910526,0.10627011886550086,Mountain
1.6610977579518948,4.0,132.73266428115565,0.032887156208606605,Mountain
3.8223149676243295,4.0,689.2313827974218,5.05252196269582,City
5.013992130065307,3.0,591.380486529607,2.5681994413450786,Mountain
4.070555062870463,4.0,251.38633332434424,0.6414145562633129,Mountain
1.277090139862314,2.0,296.6955897547444,1.9011412243447796,Mountain
4.261623309164383,2.0,867.4596257144311,3.4084497123015614,City
6.075385377760611,4.0,479.7475909481975,2.194693966932046,Mountain
7.70957922001735,4.0,1057.0298848467885,3.9467234616777995,City
5.523671763932089,5.0,598.8916145757437,2.3623360001058784,Mountain
8.23629541332367,1.0,1648.9339841350884,5.26004528482492,Beach
3.441726749976832,1.0,1098.5898898535834,4.488437085071348,Beach
5.2116774233738745,3.0,837.8808575572167,3.778376493925268,City
2.142809119172277,5.0,65.52122897360925,1.0535982452892916,Mountain
4.7757305092174,3.0,739.7082092515137,2.7908816126131546,City
5.125709759916081,2.0,1084.7937434362555,3.623414282237647,City
4.922432425472216,1.0,708.3681484190141,2.270950893333781,Mountain
11.031194702483775,3.0,2121.4103598579436,5.580290701176043,City
7.080741827024694,1.0,1342.1546758045458,5.461272785451815,City
1.4371973694215692,2.0,209.1273197188732,0.8570941321439758,Mountain
9.90996537745061,4.0,1268.0665401371277,6.9028945946582105,City
8.295932143472525,5.0,525.8415359537111,1.956813639520127,Mountain
7.591565719382243,2.0,1419.9206405888358,7.091219117606938,City
7.870895338233256,3.0,1988.111158147453,7.399237085072361,Beach
9.40020325256801,1.0,2213.3603273958147,4.98564639171239,City
